Month,Weekday,Date,EUR,JPY,BGN,CZK,DKK,GBP,HUF,PLN,RON,SEK,CHF,NOK,TRY,AUD,BRL,CAD,CNH,HKD,IDR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,INR
1,2,2024-01-08,1.0946,144.5185456,1.786771423,22.37164261,6.81664535,1.270574579,345.0118765,3.970856934,4.543029417,10.24072721,0.850356295,10.38004751,29.89365978,0.668335572,4.897405445,1.33847981,7.162159693,7.807326877,15528.40307,1320.062123,16.89950667,4.651014069,0.621684557,55.64955235,1.331079847,35.02466654,18.72684086,83.10387356
1,6,2024-01-05,1.0921,145.1973263,1.790861643,22.54006043,6.829411226,1.266790396,346.3327534,3.989378262,4.554253274,10.28751946,0.853401703,10.35527882,29.8404908,0.668482586,4.919329732,1.336873913,7.154106767,7.810365351,15536.49849,1318.230931,17.03745078,4.653969417,0.621783193,55.58465342,1.33110521,34.78985441,18.81796539,83.15172603
1,5,2024-01-04,1.0953,144.1705469,1.785629508,22.50707569,6.810006391,1.269500916,345.8869716,3.967862686,4.540582489,10.21683557,0.850269333,10.30265681,29.77147813,0.672788698,4.908335616,1.333242034,7.151465352,7.808180407,15515.80389,1309.458596,16.99296996,4.634529353,0.624885897,55.54003469,1.32803798,34.46544326,18.64977632,83.24157765
1,4,2024-01-03,1.0919,143.0167598,1.791189669,22.59822328,6.830387398,1.262750087,348.7040938,3.996519828,4.55398846,10.24956498,0.853741185,10.36724975,29.78093232,0.672517862,4.93259456,1.334737613,7.148731569,7.808132613,15563.99853,1311.731844,17.0969869,4.631010166,0.623408507,55.59025552,1.328235186,34.45004121,18.80446927,83.30891107
1,3,2024-01-02,1.0956,142.0956553,1.785140562,22.53285871,6.804581964,1.264469964,348.758671,3.989412194,4.536783498,10.18117926,0.849306316,10.29709748,29.72654253,0.678516133,4.888828039,1.329408543,7.143483023,7.813891931,15523.6035,1313.234757,17.05795911,4.602500913,0.627096331,55.65991238,1.326487769,34.28532311,18.58853596,83.31964221
12,6,2023-12-29,1.105,141.4751131,1.769954751,22.37466063,6.744705882,1.271503366,346.4253394,3.927149321,4.50280543,10.04162896,0.83800905,10.17239819,29.55031674,0.679456435,4.852307692,1.325067873,7.104886878,7.811221719,15456.75113,1297.429864,16.9439819,4.595022624,0.631284278,55.45972851,1.320452489,34.36470588,18.41420814,83.17149321
12,5,2023-12-28,1.1114,140.8763721,1.759762462,22.23681843,6.7073061,1.276590857,344.7003779,3.900935757,4.476606082,9.931797733,0.83696239,10.13361526,29.46742847,0.684106857,4.835252834,1.322476156,7.102843261,7.81680763,15419.10203,1285.837682,16.89463739,4.607971927,0.633781934,55.42468958,1.317527443,34.19021055,18.53545078,83.18247256
12,4,2023-12-27,1.1065,142.6208766,1.767555355,22.29823769,6.737370086,1.274329149,344.8983281,3.913962946,4.494170809,10.00090375,0.852959783,10.15408947,29.4025305,0.684291899,4.829100768,1.320560325,7.147401717,7.809218256,15418.24672,1294.776322,16.93827384,4.629010393,0.632900532,55.68820606,1.322006326,34.43018527,18.46253954,83.31314957
12,6,2023-12-22,1.1023,142.1210197,1.774290121,22.30699447,6.764038828,1.27198246,346.4846231,3.93903656,4.509480178,10.02957453,0.854304636,10.22453053,29.21564003,0.680558128,4.864737367,1.328041368,7.134174,7.811394357,15449.19713,1297.332849,16.96044634,4.632042094,0.629705798,55.39961898,1.323868275,34.54957815,18.42238955,83.1243763
12,5,2023-12-21,1.0983,142.7569881,1.780752071,22.28990258,6.788491305,1.265249698,348.1744514,3.951834654,4.525084221,10.10561777,0.858781754,10.30228535,29.15678776,0.676168196,4.88828189,1.335518529,7.140671948,7.810343258,15468.69708,1302.959119,17.06500956,4.655467541,0.626311588,55.52034963,1.329145042,34.85022307,18.33424383,83.25002276
12,4,2023-12-20,1.0944,143.5672515,1.787097953,22.42141813,6.813322368,1.264398359,352.0010965,3.96683114,4.541209795,10.1690424,0.864400585,10.3156981,29.13285819,0.676139874,4.869060673,1.334886696,7.138249269,7.80692617,15527.79605,1302.649854,17.07483553,4.657986111,0.628207336,55.73008041,1.330592105,34.95248538,18.37600512,83.20495249
12,3,2023-12-19,1.0962,144.3167305,1.784163474,22.3727422,6.802043423,1.273244672,349.3705528,3.956668491,4.535486225,10.19430761,0.86389345,10.36808976,29.09386973,0.673631168,4.869093231,1.338533114,7.136562671,7.799489144,15505.90221,1304.70717,17.09596789,4.681536216,0.624615385,55.95967889,1.330870279,34.9525634,18.47920088,83.18144499
12,2,2023-12-18,1.0918,142.837516,1.791353728,22.47939183,6.828082066,1.265664306,353.0866459,3.979666606,4.550925078,10.20791354,0.868290896,10.39430299,29.06090859,0.672912173,4.940007327,1.335775783,7.134365268,7.797673567,15492.84668,1300.421323,17.26122,4.693991574,0.623387005,55.83989742,1.331654149,35.00457959,18.53141601,83.15625572
12,6,2023-12-15,1.0946,141.7412754,1.786771423,22.36159328,6.811255253,1.275267088,349.4701261,3.936597844,4.541384981,10.24346793,0.866800658,10.45998538,29.04851087,0.670546435,4.941074365,1.338662525,7.108715513,7.805408368,15556.55034,1300.264937,17.29782569,4.670473232,0.621508063,55.76009501,1.330166271,34.82459346,18.25333455,83.08149096
12,5,2023-12-14,1.0919,141.7712245,1.791189669,22.35369539,6.829013646,1.270315863,347.4951919,3.949354336,4.552797875,10.23903288,0.869127209,10.54858504,29.00201484,0.670370825,4.885886986,1.344170712,7.131239124,7.807583112,15498.55298,1293.763165,17.30936899,4.672497481,0.620291996,55.73037824,1.33043319,34.93543365,18.56332998,83.33455445
12,4,2023-12-13,1.0787,145.6660795,1.813108371,22.69027533,6.912579957,1.252554575,353.1102253,4.010382868,4.610920553,10.45425049,0.876239918,10.9622694,29.05339761,0.655664965,4.969778437,1.357560026,7.177713915,7.813850005,15631.79753,1319.050709,17.3236303,4.706035042,0.609745068,56.07954019,1.343283582,35.79493835,19.08500973,83.39992584
12,3,2023-12-12,1.0804,145.1684561,1.810255461,22.60273973,6.901980748,1.25733172,353.3876342,4.016382821,4.603109959,10.44196594,0.874028138,10.90151796,29.04155868,0.658860837,4.93585709,1.356534617,7.168363569,7.809792669,15582.24732,1309.894484,17.34718623,4.684468715,0.614806806,55.6303221,1.340151796,35.67475009,18.90938541,83.37328767
12,2,2023-12-11,1.0757,146.4534722,1.818164916,22.65222646,6.931579437,1.256952559,355.0246351,4.025564749,4.62089802,10.5019987,0.881100679,10.96495305,28.99247002,0.655115713,4.942734963,1.358092405,7.177279911,7.806172725,15671.24663,1320.730687,17.41368411,4.682532305,0.610915493,55.57962257,1.343683183,35.69954448,19.09835456,83.36878312
12,6,2023-12-08,1.0777,144.3166002,1.814790758,22.59812564,6.918251833,1.257673007,354.365779,4.019485942,4.610095574,10.42776283,0.87575392,10.88150691,28.98209149,0.660072273,4.911663728,1.357242275,7.16145495,7.812007052,15513.60304,1310.967802,17.43741301,4.664470632,0.61470454,55.44956853,1.338591445,35.35028301,18.89737404,83.40679224
12,5,2023-12-07,1.0771,145.0004642,1.81580169,22.61257079,6.921455761,1.256093294,354.0804011,4.021260793,4.610342587,10.45000464,0.876984495,10.91217157,28.93203974,0.656488084,4.884783214,1.360690744,7.15421038,7.814873271,15539.84774,1319.301829,17.31974747,4.674032123,0.613592344,55.30498561,1.340265528,35.21028688,18.75926098,83.36644694
12,4,2023-12-06,1.0778,147.2443867,1.814622379,22.57840045,6.917517165,1.258965074,353.0989052,4.026999443,4.610038968,10.49035071,0.874837632,10.94451661,28.940527,0.657555976,4.916867693,1.356095751,7.15791427,7.809704955,15523.94693,1315.540917,17.32789015,4.668491371,0.615569136,55.30989052,1.340879569,35.15958434,18.96465021,83.34338467
12,3,2023-12-05,1.0817,147.1110289,1.808079874,22.52842748,6.892761394,1.261855045,350.6517519,3.996024776,4.591938615,10.45530184,0.874179532,10.89627438,28.92900065,0.655893767,4.958491264,1.358971989,7.143292965,7.817509476,15475.69566,1314.763798,17.48479246,4.667005639,0.613312922,55.31293335,1.339280762,35.25284275,18.92530276,83.37662938
12,2,2023-12-04,1.0868,146.7335296,1.799595142,22.44571218,6.860875966,1.266814314,348.9878543,3.992730953,4.570942216,10.41682002,0.871917556,10.74530732,28.89059625,0.664668828,4.892804564,1.354066986,7.138387928,7.814593301,15476.3986,1304.65587,17.26518219,4.657526684,0.619082882,55.32480677,1.335572322,34.9972396,18.73638204,83.38240707
12,6,2023-12-01,1.0875,148.1747126,1.798436782,22.37333333,6.854528736,1.263873555,349.1494253,3.993563218,4.571310345,10.45655172,0.876321839,10.75678161,28.91512644,0.661174611,4.923034483,1.355034483,7.143448276,7.813333333,15485.2046,1306.418391,17.30142529,4.673471264,0.616566504,55.40413793,1.338022989,35.14022989,18.69691954,83.32183908
